id,label
423,cat
424,deer
425,ship
426,ship
427,deer
428,dog
429,ship
430,frog
431,dog
432,frog
433,deer
434,airplane
435,frog
436,deer
437,automobile
438,truck
439,automobile
440,dog
441,deer
442,bird
443,horse
444,frog
445,ship
446,dog
447,deer
448,frog
449,airplane
450,bird
451,frog
452,frog
453,airplane
454,ship
455,horse
456,bird
457,deer
458,cat
459,bird
460,truck
461,deer
462,automobile
463,horse
464,dog
465,ship
466,bird
467,deer
468,frog
469,dog
470,frog
471,horse
472,ship
473,frog
474,airplane
475,bird
476,dog
477,automobile
478,cat
479,deer
480,deer
481,dog
482,ship
483,deer
484,ship
485,cat
486,airplane
487,frog
488,deer
489,ship
490,airplane
491,truck
492,frog
493,frog
494,dog
495,automobile
496,horse
497,ship
498,frog
499,frog
500,cat
501,ship
502,dog
503,airplane
504,deer
505,deer
506,dog
507,dog
508,automobile
509,dog
510,airplane
511,dog
512,automobile
513,frog
514,deer
515,bird
516,ship
517,bird
518,ship
519,ship
520,automobile
521,cat
522,cat
523,horse
524,truck
525,frog
526,deer
527,airplane
528,dog
529,frog
530,airplane
531,dog
532,bird
533,bird
534,cat
535,bird
536,bird
537,airplane
538,bird
539,truck
540,frog
541,truck
542,dog
543,cat
544,horse
545,cat
546,deer
547,cat
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,dog
555,cat
556,frog
557,dog
558,ship
559,frog
560,frog
561,frog
562,deer
563,ship
564,dog
565,ship
566,airplane
567,deer
568,cat
569,cat
570,horse
571,ship
572,frog
573,dog
574,ship
575,deer
576,bird
577,horse
578,frog
579,ship
580,frog
581,frog
582,frog
583,bird
584,ship
585,truck
586,frog
587,horse
588,truck
589,airplane
590,bird
591,horse
592,frog
593,ship
594,horse
595,frog
596,ship
597,cat
598,truck
599,cat
600,frog
601,frog
602,deer
603,deer
604,bird
605,automobile
606,automobile
607,bird
608,cat
609,horse
610,truck
611,deer
612,bird
613,automobile
614,ship
615,cat
616,frog
617,automobile
618,deer
619,horse
620,deer
621,frog
622,bird
623,cat
624,cat
625,cat
626,automobile
627,ship
628,horse
629,horse
630,dog
631,airplane
632,deer
633,truck
634,horse
635,horse
636,ship
637,frog
638,frog
639,airplane
640,cat
641,frog
642,frog
643,deer
644,ship
645,bird
646,automobile
647,cat
648,cat
649,frog
650,airplane
651,automobile
652,truck
653,dog
654,cat
655,frog
656,cat
657,frog
658,airplane
659,deer
660,deer
661,cat
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,frog
668,automobile
669,frog
670,truck
671,dog
672,frog
673,frog
674,bird
675,horse
676,horse
677,bird
678,automobile
679,cat
680,cat
681,deer
682,dog
683,airplane
684,horse
685,dog
686,dog
687,cat
688,deer
689,deer
690,cat
691,bird
692,airplane
693,bird
694,deer
695,automobile
696,frog
697,cat
698,ship
699,ship
700,frog
701,deer
702,dog
703,horse
704,dog
705,cat
706,dog
707,bird
708,deer
709,bird
710,deer
711,frog
712,automobile
713,dog
714,deer
715,truck
716,ship
717,bird
718,frog
719,dog
720,dog
721,truck
722,deer
723,dog
724,dog
725,airplane
726,dog
727,cat
728,deer
729,ship
730,deer
731,bird
732,cat
733,truck
734,dog
735,dog
736,automobile
737,frog
738,horse
739,cat
740,cat
741,bird
742,dog
743,airplane
744,cat
745,airplane
746,deer
747,deer
748,ship
749,dog
750,bird
751,automobile
752,ship
753,cat
754,deer
755,truck
756,truck
757,bird
758,deer
759,frog
760,ship
761,frog
762,cat
763,deer
764,dog
765,airplane
766,ship
767,deer
768,frog
769,bird
770,ship
771,airplane
772,deer
773,dog
774,cat
775,deer
776,airplane
777,airplane
778,dog
779,deer
780,horse
781,deer
782,deer
783,truck
784,airplane
785,frog
786,frog
787,bird
788,bird
789,airplane
790,cat
791,deer
792,deer
793,cat
794,cat
795,cat
796,airplane
797,bird
798,frog
799,frog
800,airplane
801,frog
802,deer
803,horse
804,automobile
805,airplane
806,automobile
807,frog
808,cat
809,bird
810,frog
811,truck
812,horse
813,frog
814,bird
815,deer
816,deer
817,cat
818,cat
819,bird
820,deer
821,dog
822,deer
823,ship
824,cat
825,airplane
826,truck
827,dog
828,deer
829,deer
830,horse
831,truck
832,dog
833,deer
834,ship
835,truck
836,deer
837,bird
838,bird
839,dog
840,airplane
841,dog
842,deer
843,cat
844,automobile
845,dog
846,frog
847,horse
848,deer
849,automobile
850,bird
851,cat
852,dog
853,deer
854,bird
855,dog
856,frog
857,truck
858,frog
859,dog
860,airplane
861,automobile
862,cat
863,cat
864,airplane
865,ship
866,frog
867,cat
868,dog
869,airplane
870,frog
871,deer
872,horse
873,ship
874,bird
875,automobile
876,dog
877,frog
878,deer
879,frog
880,ship
881,deer
882,frog
883,frog
884,truck
885,bird
886,frog
887,frog
888,dog
889,horse
890,cat
891,bird
892,frog
893,ship
894,automobile
895,frog
896,frog
897,deer
898,truck
899,ship
900,deer
901,horse
902,truck
903,horse
904,airplane
905,cat
906,bird
907,dog
908,bird
909,deer
910,deer
911,cat
912,frog
913,cat
914,frog
915,truck
916,ship
917,bird
918,dog
919,dog
920,dog
921,dog
922,frog
923,airplane
924,automobile
925,frog
926,frog
927,ship
928,bird
929,cat
930,truck
931,deer
932,bird
933,deer
934,deer
935,deer
936,airplane
937,frog
938,automobile
939,ship
940,airplane
941,deer
942,truck
943,truck
944,airplane
945,horse
946,bird
947,deer
948,airplane
949,frog
950,deer
951,dog
952,airplane
953,dog
954,cat
955,horse
956,truck
957,frog
958,deer
959,truck
960,bird
961,frog
962,frog
963,deer
964,truck
965,cat
966,dog
967,cat
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,frog
974,frog
975,frog
976,deer
977,cat
978,deer
979,truck
980,cat
981,horse
982,cat
983,ship
984,deer
985,bird
986,bird
987,deer
988,cat
989,deer
990,dog
991,automobile
992,ship
993,deer
994,automobile
995,deer
996,cat
997,truck
998,ship
999,horse
1000,deer
1001,bird
1002,ship
1003,dog
1004,airplane
1005,cat
1006,dog
1007,ship
1008,automobile
1009,automobile
1010,cat
1011,cat
1012,deer
1013,deer
1014,airplane
1015,frog
1016,horse
1017,automobile
1018,bird
1019,cat
1020,truck
1021,frog
1022,frog
1023,deer
1024,automobile
1025,deer
1026,deer
1027,cat
1028,bird
1029,frog
1030,cat
1031,horse
1032,cat
1033,deer
1034,cat
1035,bird
1036,cat
1037,deer
1038,truck
1039,dog
1040,airplane
1041,automobile
1042,deer
1043,dog
1044,bird
1045,frog
1046,bird
1047,ship
1048,horse
1049,deer
1050,deer
1051,bird
1052,frog
1053,dog
1054,frog
1055,bird
1056,frog
1057,deer
1058,cat
1059,bird
1060,horse
1061,dog
1062,bird
1063,truck
1064,automobile
1065,frog
1066,truck
1067,dog
1068,deer
1069,airplane
1070,deer
1071,cat
1072,frog
1073,horse
1074,frog
1075,cat
1076,truck
1077,bird
1078,frog
1079,cat
1080,cat
1081,frog
1082,cat
1083,deer
1084,ship
1085,ship
1086,deer
1087,horse
1088,deer
1089,bird
1090,bird
1091,ship
1092,ship
1093,ship
1094,ship
1095,bird
1096,truck
1097,bird
1098,frog
1099,frog
1100,truck
1101,dog
1102,airplane
1103,cat
1104,bird
1105,truck
1106,cat
1107,airplane
1108,frog
1109,truck
1110,ship
1111,bird
1112,horse
1113,dog
1114,frog
1115,deer
1116,dog
1117,cat
1118,deer
1119,ship
1120,frog
1121,truck
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,dog
1128,frog
1129,truck
1130,deer
1131,bird
1132,frog
1133,frog
1134,frog
1135,frog
1136,dog
1137,frog
1138,automobile
1139,horse
1140,horse
1141,frog
1142,frog
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,deer
1150,bird
1151,deer
1152,frog
1153,airplane
1154,bird
1155,horse
1156,ship
1157,cat
1158,frog
1159,dog
1160,frog
1161,dog
1162,ship
1163,airplane
1164,frog
1165,ship
1166,frog
1167,airplane
1168,automobile
1169,dog
1170,dog
1171,frog
1172,truck
1173,ship
1174,deer
1175,deer
1176,deer
1177,frog
1178,truck
1179,dog
1180,deer
1181,frog
1182,deer
1183,automobile
1184,deer
1185,truck
1186,cat
1187,dog
1188,dog
1189,dog
1190,cat
1191,deer
1192,cat
1193,truck
1194,bird
1195,bird
1196,ship
1197,horse
1198,deer
1199,frog
1200,dog
1201,truck
1202,bird
1203,deer
1204,dog
1205,deer
1206,dog
1207,cat
1208,cat
1209,dog
1210,frog
1211,dog
1212,deer
1213,ship
1214,truck
1215,ship
1216,frog
1217,dog
1218,deer
1219,bird
1220,automobile
1221,deer
1222,ship
1223,dog
1224,cat
1225,automobile
1226,automobile
1227,automobile
1228,dog
1229,automobile
1230,dog
1231,dog
1232,deer
1233,deer
1234,automobile
1235,automobile
1236,frog
1237,cat
1238,dog
1239,cat
1240,deer
1241,cat
1242,deer
1243,airplane
1244,airplane
1245,truck
1246,ship
1247,horse
1248,airplane
1249,dog
1250,deer
1251,frog
1252,deer
1253,airplane
1254,ship
1255,bird
1256,cat
1257,frog
1258,deer
1259,bird
1260,automobile
1261,deer
1262,bird
1263,deer
1264,bird
1265,frog
1266,deer
1267,cat
1268,cat
1269,truck
1270,dog
1271,deer
1272,airplane
1273,frog
1274,deer
1275,airplane
1276,frog
1277,deer
1278,dog
1279,bird
1280,frog
1281,dog
1282,ship
1283,cat
1284,deer
1285,truck
1286,bird
1287,deer
1288,horse
1289,cat
1290,cat
1291,automobile
1292,bird
1293,dog
1294,automobile
1295,truck
1296,deer
1297,frog
1298,deer
1299,airplane
1300,frog
1301,automobile
1302,airplane
1303,deer
1304,deer
1305,horse
1306,cat
1307,bird
1308,airplane
1309,airplane
1310,frog
1311,truck
1312,cat
1313,airplane
1314,frog
1315,frog
1316,automobile
1317,cat
1318,truck
1319,cat
1320,automobile
1321,cat
1322,frog
1323,airplane
1324,cat
1325,horse
1326,truck
1327,deer
1328,deer
1329,cat
1330,ship
1331,automobile
1332,ship
1333,cat
1334,truck
1335,dog
1336,dog
1337,cat
1338,deer
1339,automobile
1340,horse
1341,automobile
1342,frog
1343,deer
1344,airplane
1345,truck
1346,cat
1347,ship
1348,airplane
1349,horse
1350,deer
1351,cat
1352,frog
1353,bird
1354,dog
1355,deer
1356,truck
1357,deer
1358,frog
1359,dog
1360,cat
1361,automobile
1362,cat
1363,deer
1364,bird
1365,cat
1366,deer
1367,deer
1368,bird
1369,frog
1370,truck
1371,bird
1372,cat
1373,deer
1374,dog
1375,frog
1376,ship
1377,ship
1378,deer
1379,dog
1380,frog
1381,ship
1382,bird
1383,ship
1384,frog
1385,truck
1386,deer
1387,frog
1388,deer
1389,deer
1390,cat
1391,bird
1392,frog
1393,frog
1394,ship
1395,dog
1396,horse
1397,frog
1398,truck
1399,ship
1400,airplane
1401,truck
1402,ship
1403,deer
1404,automobile
1405,bird
1406,cat
1407,cat
1408,bird
1409,deer
1410,cat
1411,deer
1412,truck
1413,frog
1414,horse
1415,truck
1416,cat
1417,ship
1418,deer
1419,horse
1420,bird
1421,cat
1422,cat
1423,frog
1424,dog
1425,airplane
1426,frog
1427,dog
1428,cat
1429,bird
1430,horse
1431,ship
1432,automobile
1433,truck
1434,frog
1435,ship
1436,bird
1437,cat
1438,horse
1439,cat
1440,dog
1441,ship
1442,cat
1443,deer
1444,deer
1445,truck
1446,cat
1447,frog
1448,dog
1449,truck
1450,deer
1451,airplane
1452,deer
1453,deer
1454,bird
1455,frog
1456,cat
1457,airplane
1458,horse
1459,ship
1460,airplane
1461,deer
1462,ship
1463,deer
1464,ship
1465,bird
1466,airplane
1467,truck
1468,deer
1469,deer
1470,cat
1471,cat
1472,bird
1473,frog
1474,deer
1475,bird
1476,horse
1477,bird
1478,truck
1479,truck
1480,deer
1481,deer
1482,dog
1483,ship
1484,ship
1485,frog
1486,deer
1487,bird
1488,dog
1489,truck
1490,horse
1491,airplane
1492,dog
1493,bird
1494,dog
1495,frog
1496,airplane
1497,dog
1498,cat
1499,ship
1500,truck
1501,ship
1502,deer
1503,ship
1504,truck
1505,deer
1506,bird
1507,airplane
1508,bird
1509,deer
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,frog
1516,frog
1517,ship
1518,bird
1519,frog
1520,ship
1521,deer
1522,cat
1523,truck
1524,frog
1525,automobile
1526,frog
1527,cat
1528,frog
1529,bird
1530,deer
1531,ship
1532,ship
1533,bird
1534,frog
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,frog
1542,cat
1543,dog
1544,deer
1545,truck
1546,frog
1547,cat
1548,dog
1549,deer
1550,cat
1551,dog
1552,automobile
1553,automobile
1554,deer
1555,deer
1556,dog
1557,bird
1558,dog
1559,frog
1560,deer
1561,deer
1562,deer
1563,dog
1564,cat
1565,horse
1566,deer
1567,deer
1568,cat
1569,cat
1570,cat
1571,cat
1572,airplane
1573,truck
1574,deer
1575,cat
1576,ship
1577,truck
1578,airplane
1579,truck
1580,cat
1581,frog
1582,bird
1583,ship
1584,deer
1585,airplane
1586,airplane
1587,cat
1588,deer
1589,bird
1590,cat
1591,cat
1592,dog
1593,cat
1594,frog
1595,dog
1596,automobile
1597,bird
1598,frog
1599,cat
1600,airplane
1601,deer
1602,truck
1603,dog
1604,dog
1605,deer
1606,horse
1607,ship
1608,deer
1609,cat
1610,frog
1611,deer
1612,truck
1613,dog
1614,truck
1615,dog
1616,airplane
1617,airplane
1618,bird
1619,frog
1620,truck
1621,ship
1622,deer
1623,ship
1624,automobile
1625,truck
1626,ship
1627,dog
1628,frog
1629,deer
1630,cat
1631,automobile
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,cat
1637,truck
1638,dog
1639,frog
1640,airplane
1641,automobile
1642,cat
1643,cat
1644,horse
1645,airplane
1646,dog
1647,cat
1648,deer
1649,bird
1650,automobile
1651,horse
1652,dog
1653,bird
1654,cat
1655,truck
1656,cat
1657,frog
1658,frog
1659,airplane
1660,horse
1661,cat
1662,frog
1663,airplane
1664,ship
1665,cat
1666,deer
1667,airplane
1668,ship
1669,cat
1670,automobile
1671,truck
1672,frog
1673,bird
1674,frog
1675,truck
1676,frog
1677,frog
1678,deer
1679,deer
1680,frog
1681,airplane
1682,ship
1683,truck
1684,bird
1685,frog
1686,dog
1687,airplane
1688,airplane
1689,ship
1690,automobile
1691,cat
1692,cat
1693,bird
1694,horse
1695,airplane
1696,cat
1697,ship
1698,ship
1699,ship
1700,deer
1701,frog
1702,bird
1703,airplane
1704,cat
1705,horse
1706,bird
1707,frog
1708,dog
1709,deer
1710,automobile
1711,horse
1712,deer
1713,cat
1714,deer
1715,deer
1716,deer
1717,deer
1718,horse
1719,airplane
1720,cat
1721,frog
1722,cat
1723,horse
1724,deer
1725,frog
1726,deer
1727,cat
1728,dog
1729,ship
1730,deer
1731,truck
1732,truck
1733,cat
1734,ship
1735,dog
1736,truck
1737,dog
1738,frog
1739,airplane
1740,bird
1741,ship
1742,bird
1743,bird
1744,dog
1745,airplane
1746,automobile
1747,frog
1748,bird
1749,frog
1750,dog
1751,automobile
1752,bird
1753,cat
1754,cat
1755,frog
1756,cat
1757,airplane
1758,truck
1759,ship
1760,cat
1761,airplane
1762,ship
1763,airplane
1764,bird
1765,frog
1766,airplane
1767,dog
1768,cat
1769,airplane
1770,cat
1771,frog
1772,truck
1773,frog
1774,deer
1775,bird
1776,ship
1777,deer
1778,cat
1779,ship
1780,dog
1781,truck
1782,bird
1783,cat
1784,frog
1785,cat
1786,airplane
1787,truck
1788,cat
1789,bird
1790,cat
1791,dog
1792,truck
1793,ship
1794,frog
1795,frog
1796,dog
1797,bird
1798,airplane
1799,cat
1800,automobile
1801,dog
1802,dog
1803,bird
1804,dog
1805,airplane
1806,dog
1807,cat
1808,truck
1809,truck
1810,frog
1811,cat
1812,horse
1813,horse
1814,cat
1815,frog
1816,deer
1817,cat
1818,airplane
1819,bird
1820,dog
1821,cat
1822,deer
1823,cat
1824,deer
1825,bird
1826,dog
1827,cat
1828,deer
1829,bird
1830,automobile
1831,truck
1832,deer
1833,airplane
1834,truck
1835,bird
1836,cat
1837,cat
1838,horse
1839,cat
1840,bird
1841,deer
1842,deer
1843,cat
1844,horse
1845,cat
1846,bird
1847,dog
1848,cat
1849,bird
1850,frog
1851,bird
1852,frog
1853,automobile
1854,ship
1855,dog
1856,bird
1857,frog
1858,horse
1859,airplane
1860,bird
1861,deer
1862,airplane
1863,dog
1864,frog
1865,cat
1866,frog
1867,airplane
1868,cat
1869,frog
1870,deer
1871,airplane
1872,deer
1873,deer
1874,airplane
1875,truck
1876,deer
1877,ship
1878,bird
1879,dog
1880,truck
1881,deer
1882,airplane
1883,deer
1884,cat
1885,frog
1886,truck
1887,automobile
1888,cat
1889,horse
1890,cat
1891,deer
1892,truck
1893,automobile
1894,frog
1895,airplane
1896,airplane
1897,dog
1898,deer
1899,truck
1900,deer
1901,cat
1902,dog
1903,airplane
1904,ship
1905,deer
1906,deer
1907,truck
1908,cat
1909,truck
1910,truck
1911,ship
1912,horse
1913,automobile
1914,dog
1915,truck
1916,dog
1917,deer
1918,deer
1919,ship
1920,cat
1921,cat
1922,ship
1923,deer
1924,cat
1925,frog
1926,ship
1927,cat
1928,bird
1929,dog
1930,deer
1931,airplane
1932,airplane
1933,dog
1934,horse
1935,truck
1936,frog
1937,ship
1938,horse
1939,truck
1940,frog
1941,dog
1942,ship
1943,frog
1944,horse
1945,cat
1946,cat
1947,ship
1948,deer
1949,frog
1950,dog
1951,airplane
1952,dog
1953,cat
1954,deer
1955,horse
1956,deer
1957,frog
1958,frog
1959,frog
1960,airplane
1961,cat
1962,bird
1963,frog
1964,frog
1965,truck
1966,dog
1967,automobile
1968,truck
1969,automobile
1970,deer
1971,frog
1972,bird
1973,cat
1974,automobile
1975,dog
1976,airplane
1977,airplane
1978,ship
1979,frog
1980,airplane
1981,airplane
1982,dog
1983,truck
1984,bird
1985,bird
1986,cat
1987,cat
1988,bird
1989,frog
1990,bird
1991,frog
1992,dog
1993,airplane
1994,truck
1995,frog
1996,cat
1997,ship
1998,frog
1999,deer
2000,horse
2001,deer
2002,cat
2003,ship
2004,deer
2005,cat
2006,deer
2007,ship
2008,deer
2009,dog
2010,automobile
2011,dog
2012,cat
2013,horse
2014,cat
2015,frog
2016,cat
2017,cat
2018,deer
2019,cat
2020,airplane
2021,airplane
2022,dog
2023,deer
2024,horse
2025,dog
2026,truck
2027,frog
2028,cat
2029,bird
2030,horse
2031,deer
2032,airplane
2033,frog
2034,cat
2035,ship
2036,ship
2037,ship
2038,dog
2039,horse
2040,bird
2041,deer
2042,frog
2043,deer
2044,bird
2045,deer
2046,dog
2047,bird
2048,dog
2049,horse
2050,truck
2051,bird
2052,bird
2053,dog
2054,horse
2055,frog
2056,airplane
2057,automobile
2058,deer
2059,deer
2060,cat
2061,airplane
2062,frog
2063,deer
2064,deer
2065,deer
2066,truck
2067,ship
2068,truck
2069,bird
2070,cat
2071,frog
2072,cat
2073,deer
2074,frog
2075,deer
2076,airplane
2077,truck
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,airplane
2083,frog
2084,airplane
2085,dog
2086,horse
2087,frog
2088,dog
2089,ship
2090,frog
2091,bird
2092,frog
2093,deer
2094,ship
2095,frog
2096,dog
2097,frog
2098,deer
2099,ship
2100,airplane
2101,horse
2102,airplane
2103,automobile
2104,dog
2105,airplane
2106,automobile
2107,airplane
2108,airplane
2109,deer
2110,frog
2111,deer
2112,cat
2113,frog
2114,automobile
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,dog
2121,horse
2122,truck
2123,cat
2124,dog
2125,truck
2126,cat
2127,ship
2128,ship
2129,bird
2130,cat
2131,ship
2132,dog
2133,horse
2134,horse
2135,deer
2136,cat
2137,frog
2138,deer
2139,dog
2140,horse
2141,frog
2142,frog
2143,cat
2144,bird
2145,frog
2146,frog
2147,bird
2148,bird
2149,frog
2150,ship
2151,frog
2152,cat
2153,automobile
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,frog
2161,frog
2162,automobile
2163,ship
2164,frog
2165,frog
2166,frog
2167,cat
2168,horse
2169,airplane
2170,deer
2171,cat
2172,dog
2173,bird
2174,horse
2175,dog
2176,cat
2177,frog
2178,frog
2179,truck
2180,deer
2181,frog
2182,truck
2183,horse
2184,ship
2185,bird
2186,automobile
2187,cat
2188,airplane
2189,frog
2190,frog
2191,deer
2192,dog
2193,airplane
2194,airplane
2195,bird
2196,ship
2197,horse
2198,frog
2199,airplane
2200,cat
2201,ship
2202,bird
2203,horse
2204,ship
2205,horse
2206,deer
2207,truck
2208,dog
2209,airplane
2210,frog
2211,ship
2212,airplane
2213,deer
2214,ship
2215,truck
2216,ship
2217,ship
2218,frog
2219,deer
2220,automobile
2221,truck
2222,automobile
2223,cat
2224,cat
2225,dog
2226,automobile
2227,airplane
2228,cat
2229,horse
2230,frog
2231,cat
2232,cat
2233,cat
2234,ship
2235,deer
2236,airplane
2237,frog
2238,frog
2239,ship
2240,horse
2241,airplane
2242,dog
2243,bird
2244,horse
2245,frog
2246,bird
2247,frog
2248,dog
2249,deer
2250,dog
2251,frog
2252,horse
2253,dog
2254,dog
2255,truck
2256,ship
2257,bird
2258,deer
2259,airplane
2260,frog
2261,airplane
2262,truck
2263,horse
2264,frog
2265,bird
2266,airplane
2267,dog
2268,frog
2269,horse
2270,frog
2271,frog
2272,ship
2273,automobile
2274,cat
2275,horse
2276,dog
2277,truck
2278,ship
2279,ship
2280,cat
2281,frog
2282,cat
2283,deer
2284,cat
2285,frog
2286,cat
2287,truck
2288,bird
2289,ship
2290,frog
2291,cat
2292,cat
2293,frog
2294,truck
2295,cat
2296,cat
2297,airplane
2298,bird
2299,airplane
2300,deer
2301,cat
2302,horse
2303,dog
2304,airplane
2305,ship
2306,airplane
2307,dog
2308,deer
2309,dog
2310,cat
2311,automobile
2312,cat
2313,dog
2314,ship
2315,horse
2316,ship
2317,frog
2318,ship
2319,deer
2320,cat
2321,frog
2322,deer
2323,frog
2324,frog
2325,cat
2326,dog
2327,cat
2328,frog
2329,cat
2330,bird
2331,cat
2332,automobile
2333,dog
2334,ship
2335,frog
2336,airplane
2337,deer
2338,cat
2339,airplane
2340,deer
2341,bird
2342,deer
2343,truck
2344,truck
2345,airplane
2346,frog
2347,frog
2348,ship
2349,dog
2350,cat
2351,dog
2352,frog
2353,deer
2354,bird
2355,deer
2356,ship
2357,horse
2358,deer
2359,deer
2360,airplane
2361,frog
2362,frog
2363,truck
2364,frog
2365,airplane
2366,truck
2367,ship
2368,ship
2369,cat
2370,ship
2371,horse
2372,cat
2373,ship
2374,deer
2375,bird
2376,frog
2377,automobile
2378,ship
2379,cat
2380,automobile
2381,truck
2382,frog
2383,truck
2384,airplane
2385,bird
2386,cat
2387,bird
2388,deer
2389,frog
2390,deer
2391,bird
2392,automobile
2393,truck
2394,frog
2395,deer
2396,deer
2397,deer
2398,deer
2399,deer
2400,ship
2401,automobile
2402,dog
2403,deer
2404,frog
2405,dog
2406,frog
2407,cat
2408,automobile
2409,frog
2410,frog
2411,cat
2412,ship
2413,ship
2414,dog
2415,truck
2416,deer
2417,frog
2418,frog
2419,cat
2420,cat
2421,deer
2422,cat
2423,horse
2424,dog
2425,cat
2426,cat
2427,frog
2428,horse
2429,truck
2430,deer
2431,horse
2432,truck
2433,cat
2434,deer
2435,dog
2436,cat
2437,automobile
2438,frog
2439,truck
2440,truck
2441,airplane
2442,frog
